bibliography_id	short_label	raw_reference_strings	ocr_status	translation_relevance
bib-iob1-10-b	IOB1-10/b	IOB1-10/b	not_started	unknown
bib-iob1-100-a-bed-b-597-10	IOB1-100/a BED B 597-10	IOB1-100/a BED B 597-10	not_started	unknown
bib-iob1-100-b-bed-b-599-2	IOB1-100/b BED B 599-2	IOB1-100/b BED B 599-2	not_started	unknown
bib-iob1-101-bed-b-599-3	IOB1-101 BED B 599-3	IOB1-101 BED B 599-3	not_started	unknown
bib-iob1-102-bed-b-602-1	IOB1-102 BED B 602-1	IOB1-102 BED B 602-1	not_started	unknown
bib-iob1-103-bed-b-600-8	IOB1-103 BED B 600-8	IOB1-103 BED B 600-8	not_started	unknown
bib-iob1-104	IOB1-104	IOB1-104	not_started	unknown
bib-iob1-105-a-bed-b-599-4	IOB1-105/a BED B 599-4	IOB1-105/a BED B 599-4	not_started	unknown
bib-iob1-106-bed-b-509-1	IOB1-106 BED B 509-1	IOB1-106 BED B 509-1	not_started	unknown
bib-iob1-107	IOB1-107	IOB1-107	not_started	unknown
bib-iob1-108-a-bed-b-567-6	IOB1-108/a BED B 567-6	IOB1-108/a BED B 567-6	not_started	unknown
bib-iob1-108-b-bed-b-585-2	IOB1-108/b BED B 585-2	IOB1-108/b BED B 585-2	not_started	unknown
bib-iob1-109-a-bed-b-598-7	IOB1-109/a BED B 598-7	IOB1-109/a BED B 598-7	not_started	unknown
bib-iob1-109-b-bed-b-596-2	IOB1-109/b BED B 596-2	IOB1-109/b BED B 596-2	not_started	unknown
bib-iob1-11-bed-b-553-1	IOB1-11 BED B 553-1	IOB1-11 BED B 553-1	not_started	unknown
bib-iob1-118-b-bed-b-579-1	IOB1-118/b BED B 579-1	IOB1-118/b BED B 579-1	not_started	unknown
bib-iob1-12-bed-b-554-1	IOB1-12 BED B 554-1	IOB1-12 BED B 554-1	not_started	unknown
bib-iob1-14-bed-b-558-1	IOB1-14 BED B 558-1	IOB1-14 BED B 558-1	not_started	unknown
bib-iob1-15	IOB1-15	IOB1-15	not_started	unknown
bib-iob1-16	IOB1-16	IOB1-16	not_started	unknown
bib-iob1-17	IOB1-17	IOB1-17	not_started	unknown
bib-iob1-18	IOB1-18	IOB1-18	not_started	unknown
bib-iob1-19-a-bed-b-560-1	IOB1-19/a, BED B 560-1	IOB1-19/a, BED B 560-1	not_started	unknown
bib-iob1-2	IOB1-2	IOB1-2	not_started	unknown
bib-iob1-20-a	IOB1-20/a,	IOB1-20/a,	not_started	unknown
bib-iob1-21-bed-b-560-4	IOB1-21 BED B 560-4	IOB1-21 BED B 560-4	not_started	unknown
bib-iob1-22-bed-b-563-2	IOB1-22 BED B 563-2	IOB1-22 BED B 563-2	not_started	unknown
bib-iob1-23	IOB1-23	IOB1-23	not_started	unknown
bib-iob1-24-bed-b-564-1	IOB1-24 BED B 564-1	IOB1-24 BED B 564-1	not_started	unknown
bib-iob1-25-bed-a	IOB1-25 BED A	IOB1-25 BED A	not_started	unknown
bib-iob1-26-bed-b-600-7	IOB1-26 BED B 600-7	IOB1-26 BED B 600-7	not_started	unknown
bib-iob1-28-a-bed-b-568-1	IOB1-28/a BED B 568-1	IOB1-28/a BED B 568-1	not_started	unknown
bib-iob1-28-b	IOB1-28/b	IOB1-28/b	not_started	unknown
bib-iob1-29-bed-b-568-2	IOB1-29 BED B 568-2	IOB1-29 BED B 568-2	not_started	unknown
bib-iob1-3-bed-b-512-2	IOB1-3 BED B 512-2	IOB1-3 BED B 512-2	not_started	unknown
bib-iob1-3-bed-b-550-1	IOB1-3 BED B 550-1	IOB1-3 BED B 550-1	not_started	unknown
bib-iob1-31-bed-b-593-1	IOB1-31 BED B 593-1	IOB1-31 BED B 593-1	not_started	unknown
bib-iob1-32-33-bed-b-570-2	IOB1-32, 33 BED B 570-2	IOB1-32, 33 BED B 570-2	not_started	unknown
bib-iob1-32-bed-b-570-1	IOB1-32 BED B 570-1	IOB1-32 BED B 570-1	not_started	unknown
bib-iob1-33	IOB1-33	IOB1-33	not_started	unknown
bib-iob1-35	IOB1-35	IOB1-35	not_started	unknown
bib-iob1-36-bed-b-574-1	IOB1-36 BED B 574-1	IOB1-36 BED B 574-1	not_started	unknown
bib-iob1-37-bed-574-2	IOB1-37 BED 574-2	IOB1-37 BED 574-2	not_started	unknown
bib-iob1-38-a	IOB1-38/a	IOB1-38/a	not_started	unknown
bib-iob1-38-b-bed-b-573-4	IOB1-38/b BED B 573-4	IOB1-38/b BED B 573-4	not_started	unknown
bib-iob1-39-bed-b-575-1	IOB1-39 BED B 575-1	IOB1-39 BED B 575-1	not_started	unknown
bib-iob1-4-bed-b-527-1	IOB1-4 BED B 527-1	IOB1-4 BED B 527-1	not_started	unknown
bib-iob1-40	IOB1-40	IOB1-40	not_started	unknown
bib-iob1-41-bed-b-578-1	IOB1-41 BED B 578-1	IOB1-41 BED B 578-1	not_started	unknown
bib-iob1-42-bed-b-578-2	IOB1-42 BED B 578-2	IOB1-42 BED B 578-2	not_started	unknown
bib-iob1-43	IOB1-43	IOB1-43	not_started	unknown
bib-iob1-44-a-bed-b-578-3	IOB1-44/a BED B 578-3	IOB1-44/a BED B 578-3	not_started	unknown
bib-iob1-45-bed-b-581-2	IOB1-45 BED B 581-2	IOB1-45 BED B 581-2	not_started	unknown
bib-iob1-46-bed-b-586-6	IOB1-46 BED B 586-6	IOB1-46 BED B 586-6	not_started	unknown
bib-iob1-47	IOB1-47	IOB1-47	not_started	unknown
bib-iob1-48-bed-b-582-1	IOB1-48 BED B 582-1	IOB1-48 BED B 582-1	not_started	unknown
bib-iob1-49	IOB1-49	IOB1-49	not_started	unknown
bib-iob1-5	IOB1-5	IOB1-5	not_started	unknown
bib-iob1-50-b	IOB1-50 -b	IOB1-50 -b	not_started	unknown
bib-iob1-51-bed-b-585-3	IOB1-51 BED B 585-3	IOB1-51 BED B 585-3	not_started	unknown
bib-iob1-53-bed-b-586-5	IOB1-53 BED B 586-5	IOB1-53 BED B 586-5	not_started	unknown
bib-iob1-54-587-bed-b-586-10	IOB1-54 587 BED B 586-10	IOB1-54 587 BED B 586-10	not_started	unknown
bib-iob1-55-a-bed-b-587-5	IOB1-55/a BED B 587-5	IOB1-55/a BED B 587-5	not_started	unknown
bib-iob1-55-b-bed-b-599-1	IOB1-55/b BED B 599-1	IOB1-55/b BED B 599-1	not_started	unknown
bib-iob1-56-a	IOB1-56/a	IOB1-56/a	not_started	unknown
bib-iob1-56-b-bed-b-577-2	IOB1-56/b BED B 577-2	IOB1-56/b BED B 577-2	not_started	unknown
bib-iob1-56-b-bed-b-587-6	IOB1-56/b BED B 587-6	IOB1-56/b BED B 587-6	not_started	unknown
bib-iob1-57-a-iob5-563-b-bed-b-588-5	IOB1-57/a & IOB5-563/b BED B 588-5	IOB1-57/a & IOB5-563/b BED B 588-5	not_started	unknown
bib-iob1-57-b-bed-b-588-1	IOB1-57/b BED B 588-1	IOB1-57/b BED B 588-1	not_started	unknown
bib-iob1-58	IOB1-58	IOB1-58	not_started	unknown
bib-iob1-59-bed-b-561-1-b-509-2	IOB1-59 BED B 561-1 & B 509-2	IOB1-59 BED B 561-1 & B 509-2	not_started	unknown
bib-iob1-6-bed-b-541-1	IOB1-6 BED B 541-1	IOB1-6 BED B 541-1	not_started	unknown
bib-iob1-60-a-bed-b-591-2	IOB1-60/a BED B 591-2	IOB1-60/a BED B 591-2	not_started	unknown
bib-iob1-60-b	IOB1-60/b	IOB1-60/b	not_started	unknown
bib-iob1-61-bed-b-591-3	IOB1-61 BED B 591-3	IOB1-61 BED B 591-3	not_started	unknown
bib-iob1-62-bed-b-591-7	IOB1-62 BED B 591-7	IOB1-62 BED B 591-7	not_started	unknown
bib-iob1-63-a-b-bed-a	IOB1-63/a-b BED A	IOB1-63/a-b BED A	not_started	unknown
bib-iob1-64-bed-b-585-1	IOB1-64 BED B 585-1	IOB1-64 BED B 585-1	not_started	unknown
bib-iob1-65-a-bed-b-592-4	IOB1-65/a BED B 592-4	IOB1-65/a BED B 592-4	not_started	unknown
bib-iob1-65-b	IOB1-65/b	IOB1-65/b	not_started	unknown
bib-iob1-66	IOB1-66	IOB1-66	not_started	unknown
bib-iob1-67-bed-b-577-3	IOB1-67, BED B 577-3	IOB1-67, BED B 577-3	not_started	unknown
bib-iob1-68-bed-b-595-1	IOB1-68 BED B 595-1	IOB1-68 BED B 595-1	not_started	unknown
bib-iob1-69-bed-b-593-2	IOB1-69 BED B 593-2	IOB1-69 BED B 593-2	not_started	unknown
bib-iob1-7-bed-b-543-1	IOB1-7 BED B 543-1	IOB1-7 BED B 543-1	not_started	unknown
bib-iob1-70-bed-b-595-2	IOB1-70 BED B 595-2	IOB1-70 BED B 595-2	not_started	unknown
bib-iob1-71-bed-b-595-6	IOB1-71 BED B 595-6	IOB1-71 BED B 595-6	not_started	unknown
bib-iob1-72	IOB1-72	IOB1-72	not_started	unknown
bib-iob1-73-bed-b-585-4	IOB1-73 BED B 585-4	IOB1-73 BED B 585-4	not_started	unknown
bib-iob1-74-bed-b-585-5	IOB1-74 BED B 585-5	IOB1-74 BED B 585-5	not_started	unknown
bib-iob1-75-a-bed-b-587-3	IOB1-75/a BED B 587-3	IOB1-75/a BED B 587-3	not_started	unknown
bib-iob1-75-b-bed-b-586-1	IOB1-75/b BED B 586-1	IOB1-75/b BED B 586-1	not_started	unknown
bib-iob1-76	IOB1-76	IOB1-76	not_started	unknown
bib-iob1-77	IOB1-77	IOB1-77	not_started	unknown
bib-iob1-78-a	IOB1 78/a	IOB1 78/a	not_started	unknown
bib-iob1-78-b-bed-b-595-3	IOB1-78/b BED B 595-3	IOB1-78/b BED B 595-3	not_started	unknown
bib-iob1-79-a	IOB1-79/a	IOB1-79/a	not_started	unknown
bib-iob1-79-b-bed-b-595-4	IOB1-79/b BED B 595-4	IOB1-79/b BED B 595-4	not_started	unknown
bib-iob1-8-a-bed-b-544-1	IOB1-8/a BED B 544-1	IOB1-8/a BED B 544-1	not_started	unknown
bib-iob1-8-bed-b-597-9	IOB1--8 BED B 597-9	IOB1--8 BED B 597-9	not_started	unknown
bib-iob1-80-bed-b-589-2	IOB1-80 BED B 589-2	IOB1-80 BED B 589-2	not_started	unknown
bib-iob1-81	IOB1-81	IOB1-81	not_started	unknown
bib-iob1-82-a-bed-b-589-1	IOB1-82/a BED B 589-1	IOB1-82/a BED B 589-1	not_started	unknown
bib-iob1-82-b	IOB1-82/b	IOB1-82/b	not_started	unknown
bib-iob1-84-bed-b-571-2	IOB1-84 BED B 571-2	IOB1-84 BED B 571-2	not_started	unknown
bib-iob1-86-bed-b-597-5	IOB1-86 BED B 597-5	IOB1-86 BED B 597-5	not_started	unknown
bib-iob1-87	IOB1-87	IOB1-87	not_started	unknown
bib-iob1-89	IOB1-89	IOB1-89	not_started	unknown
bib-iob1-9-a-bed-b-555-1	IOB1-9/a BED B 555-1	IOB1-9/a BED B 555-1	not_started	unknown
bib-iob1-91-n-48-bed-b-598-2	IOB1-91 n°48 BED B 598-2	IOB1-91 n°48 BED B 598-2	not_started	unknown
bib-iob1-92	IOB1-92	IOB1-92	not_started	unknown
bib-iob1-93-bed-b-598-5	IOB1-93 BED B 598-5	IOB1-93 BED B 598-5	not_started	unknown
bib-iob1-94-a-bed-b-598-4	IOB1-94/a BED B 598-4	IOB1-94/a BED B 598-4	not_started	unknown
bib-iob1-94-b	IOB1-94/b	IOB1-94/b	not_started	unknown
bib-iob1-95-a-bed-b-598-8	IOB1-95/a BED B 598-8	IOB1-95/a BED B 598-8	not_started	unknown
bib-iob1-96-bed-b-598-9	IOB1-96 BED B 598-9	IOB1-96 BED B 598-9	not_started	unknown
bib-iob1-97	IOB1-97	IOB1-97	not_started	unknown
bib-iob1-c-b-bed-b-546-1	IOB1-c/b BED B 546-1	IOB1-c/b BED B 546-1	not_started	unknown
bib-iob183-bed-b-591-5	IOB183 BED B 591-5	IOB183 BED B 591-5	not_started	unknown
bib-iob2-110-bed-b-443-1	IOB2-110 BED B 443-1	IOB2-110 BED B 443-1	not_started	unknown
bib-iob2-111-bed-b-482-1	IOB2-111 BED B 482-1	IOB2-111 BED B 482-1	not_started	unknown
bib-iob2-112-bed-b-482-2	IOB2-112 BED B 482-2	IOB2-112 BED B 482-2	not_started	unknown
bib-iob2-113-bed-b-537-6	IOB2-113 BED B 537-6	IOB2-113 BED B 537-6	not_started	unknown
bib-iob2-114-a-bed-b-537-1	IOB2 114/a BED B 537-1	IOB2 114/a BED B 537-1	not_started	unknown
bib-iob2-114-b-bed-b-548-1	IOB2-114/b BED B 548-1	IOB2-114/b BED B 548-1	not_started	unknown
bib-iob2-115-bed-b-549-1	IOB2-115 BED B 549-1	IOB2-115 BED B 549-1	not_started	unknown
bib-iob2-116-bed-b-559-1	IOB2-116 BED B 559-1	IOB2-116 BED B 559-1	not_started	unknown
bib-iob2-117-a	IOB2-117/a	IOB2-117/a	not_started	unknown
bib-iob2-117-b-bed-b-560-5	IOB2-117/b BED B 560-5	IOB2-117/b BED B 560-5	not_started	unknown
bib-iob2-118-a-bed-b-570-2	IOB2-118/a BED B 570-2	IOB2-118/a BED B 570-2	not_started	unknown
bib-iob2-119-a-bed-b-577-5	IOB2-119/a BED B 577-5	IOB2-119/a BED B 577-5	not_started	unknown
bib-iob2-119-b-bed-b-591-8	IOB2-119/b BED B 591-8	IOB2-119/b BED B 591-8	not_started	unknown
bib-iob2-120-a-bed-b-579-8	IOB2-120/a BED B 579-8	IOB2-120/a BED B 579-8	not_started	unknown
bib-iob2-120-b	IOB2-120/b	IOB2-120/b	not_started	unknown
bib-iob2-121-a-bed-b-581-1	IOB2-121/a BED B 581-1	IOB2-121/a BED B 581-1	not_started	unknown
bib-iob2-121-b-bed-b-586-2	IOB2-121/b BED B 586-2	IOB2-121/b BED B 586-2	not_started	unknown
bib-iob2-122-a-bed-b-587-1	IOB2-122/a BED B 587-1	IOB2-122/a BED B 587-1	not_started	unknown
bib-iob2-122-b-bed-b-587-8	IOB2-122/b BED B 587-8	IOB2-122/b BED B 587-8	not_started	unknown
bib-iob2-123-bed-b-587-4	IOB2-123 BED B 587-4	IOB2-123 BED B 587-4	not_started	unknown
bib-iob2-125-a-bed-b-591-1	IOB2-125/a BED B 591-1	IOB2-125/a BED B 591-1	not_started	unknown
bib-iob2-125-b-bed-b-580-1	IOB2-125/b BED B 580-1	IOB2-125/b BED B 580-1	not_started	unknown
bib-iob2-126-a-bed-b-592-1	IOB2-126/a BED B 592-1	IOB2-126/a BED B 592-1	not_started	unknown
bib-iob2-126-b-bed-b-592-2	IOB2-126/b BED B 592-2	IOB2-126/b BED B 592-2	not_started	unknown
bib-iob2-127-a-bed-b-597-2	IOB2-127/a BED B 597-2	IOB2-127/a BED B 597-2	not_started	unknown
bib-iob2-127-b-bed-b-597-1	IOB2-127/b BED B 597-1	IOB2-127/b BED B 597-1	not_started	unknown
bib-iob2-128-bed-b-597-6	IOB2-128 BED B 597-6	IOB2-128 BED B 597-6	not_started	unknown
bib-iob2-128-bed-b-597-7	IOB2-128 BED B 597-7	IOB2-128 BED B 597-7	not_started	unknown
bib-iob2-128-bed-b-597-8	IOB2-128 BED B 597-8	IOB2-128 BED B 597-8	not_started	unknown
bib-iob2-129-bed-b-600-9	IOB2-129 BED B 600-9	IOB2-129 BED B 600-9	not_started	unknown
bib-iob2-130-bed-b-600-3	IOB2-130 BED B 600-3	IOB2-130 BED B 600-3	not_started	unknown
bib-iob2-131-a-bed-b-600-4	IOB2-131/a BED B 600-4	IOB2-131/a BED B 600-4	not_started	unknown
bib-iob2-131-b-bed-b-600-5	IOB2-131/b BED B 600-5	IOB2-131/b BED B 600-5	not_started	unknown
bib-iob2-132-a-bed-b-600-6	IOB2-132/a BED B 600-6	IOB2-132/a BED B 600-6	not_started	unknown
bib-iob2-132-b-bed-b-601-2	IOB2 132/b BED B 601-2	IOB2 132/b BED B 601-2	not_started	unknown
bib-iob2-133-bed-b-601-4	IOB2-133 BED B 601-4	IOB2-133 BED B 601-4	not_started	unknown
bib-iob2-134-a	IOB2-134/a	IOB2-134/a	not_started	unknown
bib-iob2-134-b-bed-b-593-5	IOB2-134/b BED B 593-5	IOB2-134/b BED B 593-5	not_started	unknown
bib-iob2-135-a-bed-b-600-7	IOB2-135/a BED B 600-7	IOB2-135/a BED B 600-7	not_started	unknown
bib-iob2-135-b-bed-b-600-7	IOB2-135/b BED B 600-7	IOB2-135/b BED B 600-7	not_started	unknown
bib-iob2-137-bed-b-600-7	IOB2-137 BED B 600-7	IOB2-137 BED B 600-7	not_started	unknown
bib-iob2-138-bed-b-603-3	IOB2-138 BED B 603-3	IOB2-138 BED B 603-3	not_started	unknown
bib-iob2-139-bed-b-603-5	IOB2-139 BED B 603-5	IOB2-139 BED B 603-5	not_started	unknown
bib-iob2-140-a-bed-b-604-1	IOB2 140/a BED B 604-1	IOB2 140/a BED B 604-1	not_started	unknown
bib-iob2-140-b-bed-b-571-2	IOB2-140/b BED B 571-2	IOB2-140/b BED B 571-2	not_started	unknown
bib-iob2-141-bed-b-604-7	IOB2 141/ BED B 604-7	IOB2 141/ BED B 604-7	not_started	unknown
bib-iob2-141-bed-b-604-8	IOB2 141/ BED B 604-8	IOB2 141/ BED B 604-8	not_started	unknown
bib-iob2-143-a-bed-b-571-2	IOB2-143/a BED B 571-2	IOB2-143/a BED B 571-2	not_started	unknown
bib-iob2-143-b-bed-b-571-2	IOB2-143/b BED B 571-2	IOB2-143/b BED B 571-2	not_started	unknown
bib-iob2-144-bed-b-571-2	IOB2-144 BED B 571-2	IOB2-144 BED B 571-2	not_started	unknown
bib-iob2-145-bed-b-604-3	IOB2-145 BED B 604-3	IOB2-145 BED B 604-3	not_started	unknown
bib-iob2-146-bed-b-604-4	IOB2-146 BED B 604-4	IOB2-146 BED B 604-4	not_started	unknown
bib-iob2-147-a-bed-b-604-5	IOB2-147/a BED B 604-5	IOB2-147/a BED B 604-5	not_started	unknown
bib-iob2-147-bed-b-601-2	IOB2-147/ BED B 601-2	IOB2-147/ BED B 601-2	not_started	unknown
bib-iob2-149-bed-b-604-10	IOB2-149 BED B 604-10	IOB2-149 BED B 604-10	not_started	unknown
bib-iob2-150-bed-b-601-4	IOB2-150 BED B 601-4	IOB2-150 BED B 601-4	not_started	unknown
bib-iob2-151-bed-b-601-4	IOB2-151 BED B 601-4	IOB2-151 BED B 601-4	not_started	unknown
bib-iob2-152-bed-b-601-4	IOB2-152 BED B 601-4	IOB2-152 BED B 601-4	not_started	unknown
bib-iob2-153-a-bed-b-601-4	IOB2-153/a BED B 601-4	IOB2-153/a BED B 601-4	not_started	unknown
bib-iob2-153-b-bed-b-601-4	IOB2-153/b BED B 601-4	IOB2-153/b BED B 601-4	not_started	unknown
bib-iob2-154-iob3-340-bed-b-601-4	IOB2-154 & IOB3-340 BED B 601-4	IOB2-154 & IOB3-340 BED B 601-4	not_started	unknown
bib-iob2-155-bed-b-601-4	IOB2-155 BED B 601-4	IOB2-155 BED B 601-4	not_started	unknown
bib-iob2-156-bed-b-607-1	IOB2-156 BED B 607-1	IOB2-156 BED B 607-1	not_started	unknown
bib-iob2-157-bed-b-607-2	IOB2-157 BED B 607-2	IOB2-157 BED B 607-2	not_started	unknown
bib-iob2-158-bed-b-607-6	IOB2-158 BED B 607-6	IOB2-158 BED B 607-6	not_started	unknown
bib-iob2-159	IOB2-159	IOB2-159	not_started	unknown
bib-iob2-160-a-bed-b-609-1	IOB2-160/a BED B 609-1	IOB2-160/a BED B 609-1	not_started	unknown
bib-iob2-161-a-bed-b-622-4	IOB2-161/a BED B 622-4	IOB2-161/a BED B 622-4	not_started	unknown
bib-iob2-161-b-bed-b-593-5	IOB2-161/b BED B 593-5	IOB2-161/b BED B 593-5	not_started	unknown
bib-iob2-162-bed-b-610-2	IOB2-162 BED B 610-2	IOB2-162 BED B 610-2	not_started	unknown
bib-iob2-163-bed-b-593-5	IOB2-163 BED B 593-5	IOB2-163 BED B 593-5	not_started	unknown
bib-iob2-164-bed-b-593-5	IOB2-164 BED B 593-5	IOB2-164 BED B 593-5	not_started	unknown
bib-iob2-165-a-bed-b-600-7	IOB2-165/a BED B 600-7	IOB2-165/a BED B 600-7	not_started	unknown
bib-iob2-165-b-bed-b-600-7	IOB2-165/b BED B 600-7	IOB2-165/b BED B 600-7	not_started	unknown
bib-iob2-166-a-bed-b-600-7	IOB2-166/a BED B 600-7	IOB2-166/a BED B 600-7	not_started	unknown
bib-iob2-166-b-bed-b-600-7	IOB2-166/b BED B 600-7	IOB2-166/b BED B 600-7	not_started	unknown
bib-iob2-167-bed-b-600-7	IOB2 167 BED B 600-7	IOB2 167 BED B 600-7	not_started	unknown
bib-iob2-168-bed-b-600-7	IOB2-168 BED B 600-7	IOB2-168 BED B 600-7	not_started	unknown
bib-iob2-169-bed-b-600-7	IOB2-169 BED B 600-7	IOB2-169 BED B 600-7	not_started	unknown
bib-iob2-170-bed-b-600-7	IOB2-170 BED B 600-7	IOB2-170 BED B 600-7	not_started	unknown
bib-iob2-171-bed-b-600-7	IOB2-171 BED B 600-7	IOB2-171 BED B 600-7	not_started	unknown
bib-iob2-172-bed-b-600-7	IOB2-172 BED B 600-7	IOB2-172 BED B 600-7	not_started	unknown
bib-iob2-173-bed-b-604-2	IOB2-173 BED B 604-2	IOB2-173 BED B 604-2	not_started	unknown
bib-iob2-174-bed-b-600-7	IOB2-174 BED B 600-7	IOB2-174 BED B 600-7	not_started	unknown
bib-iob2-175-bed-b-600-7	IOB2-175 BED B 600-7	IOB2-175 BED B 600-7	not_started	unknown
bib-iob2-176-a-bed-b-600-7	IOB2-176/a BED B 600-7	IOB2-176/a BED B 600-7	not_started	unknown
bib-iob2-176-b-bed-b-602-1	IOB2-176/b BED B 602-1	IOB2-176/b BED B 602-1	not_started	unknown
bib-iob2-177-a-bed-b-613-2	IOB2-177/a BED B 613-2	IOB2-177/a BED B 613-2	not_started	unknown
bib-iob2-177-b-bed-b-602-1	IOB2 177/b BED B 602-1	IOB2 177/b BED B 602-1	not_started	unknown
bib-iob2-178-bed-b-513-1	IOB2-178 BED B 513-1	IOB2-178 BED B 513-1	not_started	unknown
bib-iob2-180-bed-b-622-6	IOB2-180 BED B 622-6	IOB2-180 BED B 622-6	not_started	unknown
bib-iob2-181-bed-b-600-7	IOB2-181 BED B 600-7	IOB2-181 BED B 600-7	not_started	unknown
bib-iob2-182-a-bed-b-615-4	IOB2-182/a BED B 615-4	IOB2-182/a BED B 615-4	not_started	unknown
bib-iob2-182-b	IOB2-182/b	IOB2-182/b	not_started	unknown
bib-iob2-183-a-bed-b-615-6	IOB2-183/a BED B 615-6	IOB2-183/a BED B 615-6	not_started	unknown
bib-iob2-183-b-bed-b-600-7	IOB2-183/b BED B 600-7	IOB2-183/b BED B 600-7	not_started	unknown
bib-iob2-185-bed-b-617-1	IOB2-185 BED B 617-1	IOB2-185 BED B 617-1	not_started	unknown
bib-iob2-186-bed-b-600-7	IOB2-186 BED B 600-7	IOB2-186 BED B 600-7	not_started	unknown
bib-iob2-187-bed-b-616-4	IOB2-187 BED B 616-4	IOB2-187 BED B 616-4	not_started	unknown
bib-iob2-188-bed-b-617-3	IOB2-188 BED B 617-3	IOB2-188 BED B 617-3	not_started	unknown
bib-iob2-189-bed-b-600-7	IOB2-189 BED B 600-7	IOB2-189 BED B 600-7	not_started	unknown
bib-iob2-190-a-bed-b-586-3	IOB2-190/a BED B 586-3	IOB2-190/a BED B 586-3	not_started	unknown
bib-iob2-190-b-bed-b-600-7	IOB2-190/b BED B 600-7	IOB2-190/b BED B 600-7	not_started	unknown
bib-iob2-191-a-bed-b-620-1	IOB2-191/a BED B 620-1	IOB2-191/a BED B 620-1	not_started	unknown
bib-iob2-191-b-bed-b-600-7	IOB2-191/b BED B 600-7	IOB2-191/b BED B 600-7	not_started	unknown
bib-iob2-193-bed-b-600-7	IOB2-193 BED B 600-7	IOB2-193 BED B 600-7	not_started	unknown
bib-iob2-194-bed-b-600-7	IOB2-194 BED B 600-7	IOB2-194 BED B 600-7	not_started	unknown
bib-iob2-195-a-bed-b-622-3	IOB2-195/a BED B 622-3	IOB2-195/a BED B 622-3	not_started	unknown
bib-iob2-195-b-bed-b-622-4	IOB2-195/b BED B 622-4	IOB2-195/b BED B 622-4	not_started	unknown
bib-iob2-196-bed-b-622-4	IOB2-196 BED B 622-4	IOB2-196 BED B 622-4	not_started	unknown
bib-iob2-197-bed-b-600-7	IOB2-197 BED B 600-7	IOB2-197 BED B 600-7	not_started	unknown
bib-iob2-198-bed-b-622-6	IOB2-198 BED B 622-6	IOB2-198 BED B 622-6	not_started	unknown
bib-iob2-199-bed-b-600-7	IOB2-199 BED B 600-7	IOB2-199 BED B 600-7	not_started	unknown
bib-iob2-200-bed-b-631-6	IOB2-200 BED B 631-6	IOB2-200 BED B 631-6	not_started	unknown
bib-iob2-201-a	IOB2-201/a	IOB2-201/a	not_started	unknown
bib-iob2-201-b-bed-b-623-1	IOB2-201/b BED B 623-1	IOB2-201/b BED B 623-1	not_started	unknown
bib-iob2-202-bed-b-624-1	IOB2-202 BED B 624-1	IOB2-202 BED B 624-1	not_started	unknown
bib-iob2-203-bed-b-624-2	IOB2-203 BED B 624-2	IOB2-203 BED B 624-2	not_started	unknown
bib-iob2-204-a-bed-b-624-3	IOB2-204/a BED B 624-3	IOB2-204/a BED B 624-3	not_started	unknown
bib-iob2-204-b-bed-b-624-3	IOB2-204/b BED B 624-3	IOB2-204/b BED B 624-3	not_started	unknown
bib-iob2-205-bed-b-624-4	IOB2 205 BED B 624-4	IOB2 205 BED B 624-4	not_started	unknown
bib-iob2-206-bed-b-622-4	IOB2-206 BED B 622-4	IOB2-206 BED B 622-4	not_started	unknown
bib-iob2-207-bed-b-622-6	IOB2-207 BED B 622-6	IOB2-207 BED B 622-6	not_started	unknown
bib-iob2-208-bed-b-622-4	IOB2-208 BED B 622-4	IOB2-208 BED B 622-4	not_started	unknown
bib-iob2-209-bed-b-622-4	IOB2-209 BED B 622-4	IOB2-209 BED B 622-4	not_started	unknown
bib-iob2-210-a-bed-b-600-2	IOB2-210/a BED B 600-2	IOB2-210/a BED B 600-2	not_started	unknown
bib-iob2-210-b-bed-b-622-6	IOB2-210/b BED B 622-6	IOB2-210/b BED B 622-6	not_started	unknown
bib-iob2-211-bed-b-622-6	IOB2-211 BED B 622-6	IOB2-211 BED B 622-6	not_started	unknown
bib-iob2-212-bed-b-622-8	IOB2-212 BED B 622-8	IOB2-212 BED B 622-8	not_started	unknown
bib-iob2-213-a-bed-b-622-6	IOB2-213/a BED B 622-6	IOB2-213/a BED B 622-6	not_started	unknown
bib-iob2-213-b-bed-b-622-6	IOB2-213/b BED B 622-6	IOB2-213/b BED B 622-6	not_started	unknown
bib-iob2-214-a-iob5-579-bed-b-622-6	IOB2-214/a & IOB5-579 BED B 622-6	IOB2-214/a & IOB5-579 BED B 622-6	not_started	unknown
bib-iob2-214-b-bed-b-622-6	IOB2 214/b BED B 622-6	IOB2 214/b BED B 622-6	not_started	unknown
bib-iob2-215-a-bed-b-622-6	IOB2-215/a BED B 622-6	IOB2-215/a BED B 622-6	not_started	unknown
bib-iob2-215-b-bed-b-622-6	IOB2-215/b BED B 622-6	IOB2-215/b BED B 622-6	not_started	unknown
