family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	current_bibtex_key	current_status	suggested_local_search_terms	notes
fam-raw-iob3-320-bed-b-600-7	iob3 320 bed b 600 7	unclear	1	1	IOB3-320 BED B 600-7	work604	machine_stub	iob3 320 bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-321-bed-a	IOB3-321 BED A	unclear	1	1	IOB3-321 BED A	work605	machine_stub	IOB3-321 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-322-bed-a	IOB3-322 BED A	unclear	1	1	IOB3-322 BED A	work606	machine_stub	IOB3-322 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-323-a-b-c-bed-a	iob3 323 a b c bed a	unclear	1	1	IOB3-323/a-b-c BED A	work607	machine_stub	iob3 323 a b c bed a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-323-a-b-c-bed-b-594-4	iob3 323 a b c bed b 594 4	unclear	1	1	IOB3-323/a-b-c BED B 594-4	work608	machine_stub	iob3 323 a b c bed b 594 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-324-a	IOB3-324/a	unclear	1	1	IOB3-324/a	work609	machine_stub	IOB3-324/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-324-b-bed-b-602-5	iob3 324 b bed b 602 5	unclear	1	1	IOB3-324/b BED B 602-5	work610	machine_stub	iob3 324 b bed b 602 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-325-bed-b-551-1	iob3 325 bed b 551 1	unclear	1	1	IOB3-325 BED B 551-1	work611	machine_stub	iob3 325 bed b 551 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-326-bed-b-593-5	iob3 326 bed b 593 5	unclear	1	1	IOB3-326 BED B 593-5	work612	machine_stub	iob3 326 bed b 593 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-328-a-bed-b-601-4	iob3 328 a bed b 601 4	unclear	1	1	IOB3-328/a BED B 601-4	work613	machine_stub	iob3 328 a bed b 601 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-329	IOB3-329	unclear	1	1	IOB3-329	work614	machine_stub	IOB3-329	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-330-bed-a	IOB3-330 BED A	unclear	1	1	IOB3-330 BED A	work615	machine_stub	IOB3-330 BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-331-a-bed-a	IOB3-331/a BED A	unclear	1	1	IOB3-331/a BED A	work616	machine_stub	IOB3-331/a BED A	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-332-a-bed-b-603-3	iob3 332 a bed b 603 3	unclear	1	1	IOB3-332/a BED B 603-3	work617	machine_stub	iob3 332 a bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-332-b-bed-b-603-3	iob3 332 b bed b 603 3	unclear	1	1	IOB3-332/b BED B 603-3	work618	machine_stub	iob3 332 b bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-333-bed-b-608-1-b-626-3	iob3 333 bed b 608 1 b 626 3	unclear	1	1	IOB3-333 BED B 608-1 & B 626-3	work619	machine_stub	iob3 333 bed b 608 1 b 626 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-334-a	IOB3-334/a	unclear	1	1	IOB3-334/a	work620	machine_stub	IOB3-334/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-335-a-bed-b-603-3	iob3 335 a bed b 603 3	unclear	1	1	IOB3-335/a BED B 603-3	work621	machine_stub	iob3 335 a bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-335-b-bed-b-603-3	iob3 335 b bed b 603 3	unclear	1	1	IOB3-335/b BED B 603-3	work622	machine_stub	iob3 335 b bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-336-a-bed-b-603-3	iob3 336 a bed b 603 3	unclear	1	1	IOB3-336/a BED B 603-3	work623	machine_stub	iob3 336 a bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-336-b-bed-b-603-3	iob3 336 b bed b 603 3	unclear	1	1	IOB3-336/b BED B 603-3	work624	machine_stub	iob3 336 b bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-337-a-bed-b-603-3	iob3 337 a bed b 603 3	unclear	1	1	IOB3-337/a BED B 603-3	work625	machine_stub	iob3 337 a bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-337-b-bed-b-603-3	iob3 337 b bed b 603 3	unclear	1	1	IOB3-337/b BED B 603-3	work626	machine_stub	iob3 337 b bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-338-bed-b-603-3	iob3 338 bed b 603 3	unclear	1	1	IOB3-338 BED B 603-3	work627	machine_stub	iob3 338 bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-339-a-b-bed-a	iob3 339 a b bed a	unclear	1	1	IOB3-339/a-b BED A	work628	machine_stub	iob3 339 a b bed a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-341-bed-b-622-4	iob3 341 bed b 622 4	unclear	1	1	IOB3-341 BED B 622-4	work629	machine_stub	iob3 341 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-342-b-bed-b-603-3	iob3 342 b bed b 603 3	unclear	1	1	IOB3-342/b - BED B 603-3	work630	machine_stub	iob3 342 b bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-343-b-a-4-bed-b-603-3	iob3 343 b a 4 bed b 603 3	unclear	1	1	IOB3-343/b/a 4- BED B 603-3	work631	machine_stub	iob3 343 b a 4 bed b 603 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-344-a-b-bed-b-600-7	iob3 344 a b bed b 600 7	unclear	1	1	IOB3-344/a-b BED B 600-7	work632	machine_stub	iob3 344 a b bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-345-a-bed-b-600-7	iob3 345 a bed b 600 7	unclear	1	1	IOB3-345/a BED B 600-7	work633	machine_stub	iob3 345 a bed b 600 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-345-b	IOB3-345/b	unclear	1	1	IOB3-345/b	work634	machine_stub	IOB3-345/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-389-b-bed-b-622-4	iob3 389 b bed b 622 4	unclear	1	1	IOB3-389/b BED B 622-4	work635	machine_stub	iob3 389 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-460-a	IOB3-460/a	unclear	1	1	IOB3-460/a	work636	machine_stub	IOB3-460/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob3-bed-b-622-4	IOB3- BED B 622-4	unclear	1	1	IOB3- BED B 622-4	work637	machine_stub	IOB3- BED B 622-4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-361-a	IOB4-361/a	unclear	1	1	IOB4-361/a	work638	machine_stub	IOB4-361/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-361-b	IOB4-361/b	unclear	1	1	IOB4-361/b	work639	machine_stub	IOB4-361/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-364-a	IOB4-364/a	unclear	1	1	IOB4-364/a	work640	machine_stub	IOB4-364/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-364-b	IOB4-364/b	unclear	1	1	IOB4-364/b	work641	machine_stub	IOB4-364/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-365-a-bed-b-533-2	iob4 365 a bed b 533 2	unclear	1	1	IOB4-365/a BED B 533-2	work642	machine_stub	iob4 365 a bed b 533 2	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-365-b-bed-b-552-3	iob4 365 b bed b 552 3	unclear	1	1	IOB4-365/b BED B 552-3	work643	machine_stub	iob4 365 b bed b 552 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-365-c-bed-b-573-3	iob4 365 c bed b 573 3	unclear	1	1	IOB4-365/c BED B 573-3	work644	machine_stub	iob4 365 c bed b 573 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-370	IOB4-370	unclear	1	1	IOB4-370	work645	machine_stub	IOB4-370	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-371-a-bed-b-581-4	iob4 371 a bed b 581 4	unclear	1	1	IOB4-371/a BED B 581-4	work646	machine_stub	iob4 371 a bed b 581 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-373-a-bed-b-593-4	iob4 373 a bed b 593 4	unclear	1	1	IOB4-373/a BED B 593-4	work647	machine_stub	iob4 373 a bed b 593 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-375-bed-b-598-3	iob4 375 bed b 598 3	unclear	1	1	IOB4-375 BED B 598-3	work648	machine_stub	iob4 375 bed b 598 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-376	IOB4-376	unclear	1	1	IOB4-376	work649	machine_stub	IOB4-376	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-377-a-bed-b-584-3	iob4 377 a bed b 584 3	unclear	1	1	IOB4-377/a BED B 584-3	work650	machine_stub	iob4 377 a bed b 584 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-378-a-bed-b-609-3	iob4 378 a bed b 609 3	unclear	1	1	IOB4-378/a BED B 609-3	work651	machine_stub	iob4 378 a bed b 609 3	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-378-b-bed-b-609-4	iob4 378 b bed b 609 4	unclear	1	1	IOB4-378/b BED B 609-4	work652	machine_stub	iob4 378 b bed b 609 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-380-bed-b-611-4	iob4 380 bed b 611 4	unclear	1	1	IOB4-380 BED B 611-4	work653	machine_stub	iob4 380 bed b 611 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-381-bed-b-622-4	iob4 381 bed b 622 4	unclear	1	1	IOB4-381 BED B 622-4	work654	machine_stub	iob4 381 bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-383-a-bed-b-623-1	iob4 383 a bed b 623 1	unclear	1	1	IOB4-383/a BED B 623-1	work655	machine_stub	iob4 383 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-383-b-bed-b-623-1	iob4 383 b bed b 623 1	unclear	1	1	IOB4-383/b BED B 623-1	work656	machine_stub	iob4 383 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-384-bed-b-634-6	iob4 384 bed b 634 6	unclear	1	1	IOB4-384 BED B 634-6	work657	machine_stub	iob4 384 bed b 634 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-385-a-bed-b-624-4	iob4 385 a bed b 624 4	unclear	1	1	IOB4-385/a BED B 624-4	work658	machine_stub	iob4 385 a bed b 624 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-385-b-bed-b-624-4	iob4 385 b bed b 624 4	unclear	1	1	IOB4-385/b BED B 624-4	work659	machine_stub	iob4 385 b bed b 624 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-386-bed-b-637-5	iob4 386 bed b 637 5	unclear	1	1	IOB4-386 BED B 637-5	work660	machine_stub	iob4 386 bed b 637 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-387-a-bed-b-623-1	iob4 387 a bed b 623 1	unclear	1	1	IOB4-387/a BED B 623-1	work661	machine_stub	iob4 387 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-389-a-bed-b-622-4	iob4 389 a bed b 622 4	unclear	1	1	IOB4-389/a BED B 622-4	work662	machine_stub	iob4 389 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-389-c-bed-b-622-4	iob4 389 c bed b 622 4	unclear	1	1	IOB4-389/c BED B 622-4	work663	machine_stub	iob4 389 c bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-390	IOB4-390	unclear	1	1	IOB4-390	work664	machine_stub	IOB4-390	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-391	IOB4-391	unclear	1	1	IOB4-391	work665	machine_stub	IOB4-391	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-392	IOB4-392	unclear	1	1	IOB4-392	work666	machine_stub	IOB4-392	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-393	IOB4-393	unclear	1	1	IOB4-393	work667	machine_stub	IOB4-393	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-394-bed-b-622-6	iob4 394 bed b 622 6	unclear	1	1	IOB4-394 BED B 622-6	work668	machine_stub	iob4 394 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-395-bed-b-622-6	iob4 395 bed b 622 6	unclear	1	1	IOB4-395 BED B 622-6	work669	machine_stub	iob4 395 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-396-a-bed-b-622-6	iob4 396 a bed b 622 6	unclear	1	1	IOB4-396/a BED B 622-6	work670	machine_stub	iob4 396 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-396-b-bed-b-622-6	iob4 396 b bed b 622 6	unclear	1	1	IOB4-396/b BED B 622-6	work671	machine_stub	iob4 396 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-397-a-bed-b-622-6	iob4 397 a bed b 622 6	unclear	1	1	IOB4-397/a BED B 622-6	work672	machine_stub	iob4 397 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-397-b-bed-b-622-6	iob4 397 b bed b 622 6	unclear	1	1	IOB4-397/b BED B 622-6	work673	machine_stub	iob4 397 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-398-bed-b-622-6	iob4 398 bed b 622 6	unclear	1	1	IOB4-398 BED B 622-6	work674	machine_stub	iob4 398 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-399-a-bed-b-622-6	iob4 399 a bed b 622 6	unclear	1	1	IOB4-399/a BED B 622-6	work675	machine_stub	iob4 399 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-399-b-bed-b-622-6	iob4 399 b bed b 622 6	unclear	1	1	IOB4-399/b BED B 622-6	work676	machine_stub	iob4 399 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-399-c-bed-b-622-6	iob4 399 c bed b 622 6	unclear	1	1	IOB4-399/c BED B 622-6	work677	machine_stub	iob4 399 c bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-399-c-bed-b-666-1a	iob4 399 c bed b 666 1a	unclear	1	1	IOB4-399/c BED B 666-1a	work678	machine_stub	iob4 399 c bed b 666 1a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-399-d-bed-b-651-1	iob4 399 d bed b 651 1	unclear	1	1	IOB4-399/d BED B 651-1	work679	machine_stub	iob4 399 d bed b 651 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-400-a-bed-b-622-6	iob4 400 a bed b 622 6	unclear	1	1	IOB4-400/a BED B 622-6	work680	machine_stub	iob4 400 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-400-b-bed-b-622-6	iob4 400 b bed b 622 6	unclear	1	1	IOB4-400/b BED B 622-6	work681	machine_stub	iob4 400 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-401-bed-b-622-6	iob4 401 bed b 622 6	unclear	1	1	IOB4-401 BED B 622-6	work682	machine_stub	iob4 401 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-402-a	IOB4-402/a	unclear	1	1	IOB4-402/a	work683	machine_stub	IOB4-402/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-402-b-bed-b-567-7	iob4 402 b bed b 567 7	unclear	1	1	IOB4-402/b BED B 567-7	work684	machine_stub	iob4 402 b bed b 567 7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-403-a-bed-b-622-6	iob4 403 a bed b 622 6	unclear	1	1	IOB4-403/a BED B 622-6	work685	machine_stub	iob4 403 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-403-b-bed-b-622-4	iob4 403 b bed b 622 4	unclear	1	1	IOB4-403/b BED B 622-4	work686	machine_stub	iob4 403 b bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-404-bed-b-623-1	iob4 404 bed b 623 1	unclear	1	1	IOB4-404 BED B 623-1	work687	machine_stub	iob4 404 bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-405-a-bed-b-622-6	iob4 405 a bed b 622 6	unclear	1	1	IOB4-405/a BED B 622-6	work688	machine_stub	iob4 405 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-405-b-bed-b-622-6	iob4 405 b bed b 622 6	unclear	1	1	IOB4-405/b} BED B 622-6	work689	machine_stub	iob4 405 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-405-c-bed-b-622-6	iob4 405 c bed b 622 6	unclear	1	1	IOB4-405/c} BED B 622-6	work690	machine_stub	iob4 405 c bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-405-d-bed-b-622-6	iob4 405 d bed b 622 6	unclear	1	1	IOB4-405/d BED B 622-6	work691	machine_stub	iob4 405 d bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-406-a-bed-b-622-6	iob4 406 a bed b 622 6	unclear	1	1	IOB4-406/a BED B 622-6	work692	machine_stub	iob4 406 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-406-b-bed-b-622-6	iob4 406 b bed b 622 6	unclear	1	1	IOB4-406/b BED B 622-6	work693	machine_stub	iob4 406 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-407-b-bed-b-622-6	iob4 407 b bed b 622 6	unclear	1	1	IOB4-407/b BED B 622-6	work694	machine_stub	iob4 407 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-408-bed-b-622-6	iob4 408 bed b 622 6	unclear	1	1	IOB4-408 BED B 622-6	work695	machine_stub	iob4 408 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-409-a-bed-b-622-6	iob4 409 a bed b 622 6	unclear	1	1	IOB4-409/a BED B 622-6	work696	machine_stub	iob4 409 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-409-b-bed-b-622-6	iob4 409 b bed b 622 6	unclear	1	1	IOB4-409/b BED B 622-6	work697	machine_stub	iob4 409 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-411-bed-b-624-6	iob4 411 bed b 624 6	unclear	1	1	IOB4-411 BED B 624-6	work698	machine_stub	iob4 411 bed b 624 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-412-a-bed-b-622-6	iob4 412 a bed b 622 6	unclear	1	1	IOB4-412/a BED B 622-6	work699	machine_stub	iob4 412 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-412-b-bed-b-622-6	iob4 412 b bed b 622 6	unclear	1	1	IOB4-412/b BED B 622-6	work700	machine_stub	iob4 412 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-413-bed-b-622-6	iob4 413 bed b 622 6	unclear	1	1	IOB4-413 BED B 622-6	work701	machine_stub	iob4 413 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-414-a-bed-b-622-6	iob4 414 a bed b 622 6	unclear	1	1	IOB4-414/a BED B 622-6	work702	machine_stub	iob4 414 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-414-b-bed-b-622-6	iob4 414 b bed b 622 6	unclear	1	1	IOB4-414/b BED B 622-6	work703	machine_stub	iob4 414 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-415-bed-b-622-6	iob4 415 bed b 622 6	unclear	1	1	IOB4-415 BED B 622-6	work704	machine_stub	iob4 415 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-416-a-bed-b-622-6	iob4 416 a bed b 622 6	unclear	1	1	IOB4-416/a BED B 622-6	work705	machine_stub	iob4 416 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-416-b-bed-b-622-6	iob4 416 b bed b 622 6	unclear	1	1	IOB4-416/b BED B 622-6	work706	machine_stub	iob4 416 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-416-c-bed-b-622-6	iob4 416 c bed b 622 6	unclear	1	1	IOB4-416/c BED B 622-6	work707	machine_stub	iob4 416 c bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-417-bed-b-622-6	iob4 417 bed b 622 6	unclear	1	1	IOB4-417 BED B 622-6	work708	machine_stub	iob4 417 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-419-a-bed-b-622-6	iob4 419 a bed b 622 6	unclear	1	1	IOB4-419/a BED B 622-6	work709	machine_stub	iob4 419 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-419-b-bed-b-622-6	iob4 419 b bed b 622 6	unclear	1	1	IOB4-419/b BED B 622-6	work710	machine_stub	iob4 419 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-420-a-bed-b-623-1	iob4 420 a bed b 623 1	unclear	1	1	IOB4-420/a BED B 623-1	work711	machine_stub	iob4 420 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-420-b-bed-b-623-1	iob4 420 b bed b 623 1	unclear	1	1	IOB4-420/b BED B 623-1	work712	machine_stub	iob4 420 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-421-a-bed-b-622-4	iob4 421 a bed b 622 4	unclear	1	1	IOB4-421/a BED B 622-4	work713	machine_stub	iob4 421 a bed b 622 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-423-bed-b-622-6	iob4 423 bed b 622 6	unclear	1	1	IOB4-423 BED B 622-6	work714	machine_stub	iob4 423 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-424-bed-b-622-6	iob4 424 bed b 622 6	unclear	1	1	IOB4-424 BED B 622-6	work715	machine_stub	iob4 424 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-425-a-bed-b-622-6	iob4 425 a bed b 622 6	unclear	1	1	IOB4-425/a BED B 622-6	work716	machine_stub	iob4 425 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-425-b-bed-b-622-6	iob4 425 b bed b 622 6	unclear	1	1	IOB4-425/b BED B 622-6	work717	machine_stub	iob4 425 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-426-bed-b-622-6	iob4 426 bed b 622 6	unclear	1	1	IOB4-426 BED B 622-6	work718	machine_stub	iob4 426 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-427-b-bed-b-622-6	iob4 427 b bed b 622 6	unclear	1	1	IOB4-427/b BED B 622-6	work719	machine_stub	iob4 427 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-428-bed-b-622-6	iob4 428 bed b 622 6	unclear	1	1	IOB4-428 BED B 622-6	work720	machine_stub	iob4 428 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-429-bed-b-622-6	iob4 429 bed b 622 6	unclear	1	1	IOB4-429 BED B 622-6	work721	machine_stub	iob4 429 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-430-bed-b-622-6	iob4 430 bed b 622 6	unclear	1	1	IOB4-430 BED B 622-6	work722	machine_stub	iob4 430 bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-431-a-bed-b-622-6	iob4 431 a bed b 622 6	unclear	1	1	IOB4-431/a BED B 622-6	work723	machine_stub	iob4 431 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-431-b-bed-b-622-6	iob4 431 b bed b 622 6	unclear	1	1	IOB4-431/b BED B 622-6	work724	machine_stub	iob4 431 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-432-a-bed-b-622-6	iob4 432 a bed b 622 6	unclear	1	1	IOB4-432/a BED B 622-6	work725	machine_stub	iob4 432 a bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-432-b-bed-b-622-6	iob4 432 b bed b 622 6	unclear	1	1	IOB4-432/b BED B 622-6	work726	machine_stub	iob4 432 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-433-a	IOB4-433/a	unclear	1	1	IOB4-433/a	work727	machine_stub	IOB4-433/a	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-433-b	IOB4-433/b	unclear	1	1	IOB4-433/b	work728	machine_stub	IOB4-433/b	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-434-b-bed-b-622-6	iob4 434 b bed b 622 6	unclear	1	1	IOB4-434/b BED B 622-6	work729	machine_stub	iob4 434 b bed b 622 6	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-435-a-bed-b-623-1	iob4 435 a bed b 623 1	unclear	1	1	IOB4-435/a BED B 623-1	work730	machine_stub	iob4 435 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-435-b-bed-b-623-1	iob4 435 b bed b 623 1	unclear	1	1	IOB4-435/b BED B 623-1	work731	machine_stub	iob4 435 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-436-a-bed-b-623-1	iob4 436 a bed b 623 1	unclear	1	1	IOB4-436/a BED B 623-1	work732	machine_stub	iob4 436 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-436-b-bed-b-623-1	iob4 436 b bed b 623 1	unclear	1	1	IOB4-436/b BED B 623-1	work733	machine_stub	iob4 436 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-437-b-bed-b-623-1	iob4 437 b bed b 623 1	unclear	1	1	IOB4-437/b BED B 623-1	work734	machine_stub	iob4 437 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-438-a-bed-b-623-1	iob4 438 a bed b 623 1	unclear	1	1	IOB4-438/a BED B 623-1	work735	machine_stub	iob4 438 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-438-b-bed-b-623-1	iob4 438 b bed b 623 1	unclear	1	1	IOB4-438/b BED B 623-1	work736	machine_stub	iob4 438 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-439-a-bed-b-623-1	iob4 439 a bed b 623 1	unclear	1	1	IOB4-439/a BED B 623-1	work737	machine_stub	iob4 439 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-439-b-bed-b-623-1	iob4 439 b bed b 623 1	unclear	1	1	IOB4-439/b BED B 623-1	work738	machine_stub	iob4 439 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-440-a-bed-b-623-1	iob4 440 a bed b 623 1	unclear	1	1	IOB4-440/a BED B 623-1	work739	machine_stub	iob4 440 a bed b 623 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-iob4-440-b-bed-b-623-1	iob4 440 b bed b 623 1	unclear	1	1	IOB4-440/b BED B 623-1	work740	machine_stub	iob4 440 b bed b 623 1	Prioritize local library or Frasch-preface evidence review.
